action_id,incident_id,root_cause,corrective_action,responsible_department,action_start_date,action_end_date,action_status,recurrence_after_action
255,675,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2023-08-08,2023-10-15,Completed,False
256,680,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2023-08-04,2023-10-06,Completed,True
257,681,Software logic flaw,Release a software update,Design Engineering,2023-08-10,2023-11-12,Completed,False
258,685,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Quality Assurance,2023-08-06,2023-09-30,Completed,True
259,687,Intermittent fault not reproducible,Collect field data and repeat diagnostics,Quality Assurance,2023-08-10,2023-10-01,Completed,False
260,688,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2023-08-06,2023-09-14,Completed,False
261,692,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2023-08-10,2023-11-07,Completed,False
262,698,Insufficient design margin,Raise design margin through an engineering change,Quality Assurance,2023-08-05,2023-09-07,Completed,False
263,702,Insufficient process control,Introduce statistical process control on the line,Production,2023-08-12,2023-09-20,Completed,False
264,705,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2023-08-15,2023-10-29,Completed,True
265,709,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2023-08-13,2023-09-28,Completed,False
266,711,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2023-08-16,2023-11-06,Completed,False
267,713,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2023-08-15,2023-10-25,Completed,False
268,716,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2023-08-17,2023-09-11,Completed,False
269,718,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2023-08-13,2023-10-10,Completed,False
270,720,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2023-08-15,2023-10-13,Completed,False
271,727,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2023-08-15,2023-10-12,Completed,False
272,728,Substandard raw material,Change material specification,Supplier Quality,2023-08-23,2023-10-19,Completed,False
273,732,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2023-08-16,2023-10-31,Completed,False
274,733,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2023-08-28,2023-10-22,Completed,False
275,734,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2023-08-20,2023-10-25,Completed,True
276,735,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Quality Assurance,2023-08-20,2023-10-13,Completed,False
277,738,Operator training gap,Add poka-yoke check at the assembly station,Production,2023-08-19,2023-10-16,Completed,False
278,739,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2023-08-21,2023-10-02,Completed,False
279,741,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2023-08-25,2023-10-24,Completed,False
280,743,Insufficient process control,Introduce statistical process control on the line,Quality Assurance,2023-08-24,2023-10-01,Completed,False
281,745,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2023-08-25,2023-10-25,Completed,True
282,750,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2023-08-23,2023-10-05,Completed,False
283,752,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2023-08-24,2023-11-03,Completed,True
284,753,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2023-08-28,2023-10-03,Completed,False
285,754,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2023-09-01,2023-11-04,Completed,True
286,755,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2023-08-26,2023-09-18,Completed,False
287,756,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2023-08-28,2023-10-03,Completed,False
288,757,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2023-08-30,2023-10-15,Completed,True
289,767,Software logic flaw,Release a software update,Design Engineering,2023-08-30,2023-11-11,Completed,False
290,768,Substandard raw material,Change material specification,Supplier Quality,2023-09-01,2023-10-13,Completed,False
291,769,Operator training gap,Retrain operators and add in-line inspection,Production,2023-08-31,2023-10-24,Completed,False
292,775,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2023-08-31,2023-11-29,Completed,True
293,776,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2023-09-03,2023-09-22,Completed,False
294,778,Substandard raw material,Change material specification,Supplier Quality,2023-09-01,2023-11-02,Completed,True
295,779,Software logic flaw,Release a software update,Design Engineering,2023-09-02,2024-01-30,Completed,False
296,780,Improper use by customer,Update owner manual and customer communication,Customer Service,2023-09-08,2023-09-28,Completed,False
297,782,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2023-09-04,2023-10-26,Completed,False
298,783,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2023-09-07,2023-10-25,Completed,False
299,785,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2023-09-01,2023-11-23,Completed,True
300,790,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2023-09-04,2023-10-10,Completed,False
301,791,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2023-09-05,2023-10-14,Completed,True
302,793,Heat treatment deviation,Require heat treatment certificates from supplier,Quality Assurance,2023-09-04,2023-10-31,Completed,True
303,798,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2023-09-04,2023-11-05,Completed,False
304,800,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2023-09-04,2023-11-06,Completed,True
305,803,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2023-09-09,2023-10-23,Completed,False
306,806,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2023-09-10,2023-11-09,Completed,True
307,810,Insufficient process control,Introduce statistical process control on the line,Production,2023-09-09,2023-10-31,Completed,False
308,813,Insufficient process control,Introduce statistical process control on the line,Production,2023-09-16,2023-10-28,Completed,False
309,818,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2023-09-12,2023-10-24,Completed,True
310,819,Substandard raw material,Change material specification,Quality Assurance,2023-09-09,2023-10-11,Completed,False
311,820,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2023-09-16,2023-10-06,Completed,True
312,821,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2023-09-14,2023-11-11,Completed,False
313,826,Material fatigue under load,Switch to a higher grade material,Quality Assurance,2023-09-12,2023-11-07,Completed,False
314,828,Operator training gap,Add poka-yoke check at the assembly station,Production,2023-09-15,2023-10-20,Completed,False
315,833,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2023-09-22,2023-12-18,Completed,True
316,834,Supplier process deviation,Issue supplier corrective action request (SCAR),Quality Assurance,2023-09-20,2023-10-23,Completed,False
317,836,Substandard raw material,Change material specification,Supplier Quality,2023-09-16,2023-11-19,Completed,False
318,841,Operator training gap,Add poka-yoke check at the assembly station,Production,2023-09-17,2023-11-01,Completed,False
319,842,Insufficient process control,Introduce statistical process control on the line,Production,2023-09-23,2023-10-24,Completed,False
320,845,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2023-09-20,2023-11-01,Completed,False
321,846,Operator training gap,Retrain operators and add in-line inspection,Production,2023-09-17,2023-10-08,Completed,False
322,847,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2023-09-17,2023-10-21,Completed,True
323,848,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2023-09-19,2023-12-02,Completed,True
324,851,Tolerance stack-up in design,Revise tolerances in the design drawings,Quality Assurance,2023-09-26,2023-11-25,Completed,True
325,853,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2023-09-22,2023-10-08,Completed,False
326,854,Operator training gap,Retrain operators and add in-line inspection,Production,2023-09-19,2023-10-23,Completed,True
327,855,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2023-09-27,2023-12-02,Completed,False
328,857,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2023-09-21,2023-11-12,Completed,True
329,858,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2023-09-23,2023-12-19,Completed,False
330,860,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2023-09-28,2023-12-08,Completed,False
331,861,Thermal design limitation,Redesign cooling and heat protection,Design Engineering,2023-09-22,2023-12-17,Completed,False
332,863,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2023-09-25,2023-11-11,Completed,False
333,864,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2023-09-21,2023-10-23,Completed,False
334,865,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2023-09-21,2023-12-11,Completed,False
335,866,Tolerance stack-up in design,Revise tolerances in the design drawings,Design Engineering,2023-09-26,2023-12-07,Completed,False
